"Respondent.Serial";"Respondent.Serial.SourceFile";"Respondent.Origin (1/6)";"Respondent.Origin (2/6)";"Respondent.Origin (3/6)";"Respondent.Origin (4/6)";"Respondent.Origin (5/6)";"Respondent.Origin (6/6)";"Respondent.Origin.Other";"Respondent.ID";"DataCollection.Status (1/9)";"DataCollection.Status (2/9)";"DataCollection.Status (3/9)";"DataCollection.Status (4/9)";"DataCollection.Status (5/9)";"DataCollection.Status (6/9)";"DataCollection.Status (7/9)";"DataCollection.Status (8/9)";"DataCollection.Status (9/9)";"DataCollection.InterviewerID";"DataCollection.StartTime";"DataCollection.FinishTime";"DataCollection.MetadataVersionNumber";"DataCollection.MetadataVersionGUID";"DataCollection.RoutingContext";"DataCollection.Variant";"DataCollection.EndQuestion";"DataCollection.TerminateSignal";"DataCollection.SeedValue";"DataCollection.InterviewEngine";"DataCollection.CurrentPage";"DataCollection.Debug";"DataCollection.ServerTimeZone";"DataCollection.InterviewerTimeZone";"DataCollection.RespondentTimeZone";"DataCollection.BatchID";"DataCollection.BatchName";"DataCollection.DataEntryMode";"DataCollection.Removed";"DataCleaning.Note";"DataCleaning.Status (1/2)";"DataCleaning.Status (2/2)";"DataCleaning.ReviewStatus (1/4)";"DataCleaning.ReviewStatus (2/4)";"DataCleaning.ReviewStatus (3/4)";"DataCleaning.ReviewStatus (4/4)";"PA";"PB";"P1_1";"P1_1.R96";"P1_T (1/10)";"P1_T (2/10)";"P1_T (3/10)";"P1_T (4/10)";"P1_T (5/10)";"P1_T (6/10)";"P1_T (7/10)";"P1_T (8/10)";"P1_T (9/10)";"P1_T (10/10)";"P1_T.R96";"P2_1";"P2_1.R96";"P2_T (1/10)";"P2_T (2/10)";"P2_T (3/10)";"P2_T (4/10)";"P2_T (5/10)";"P2_T (6/10)";"P2_T (7/10)";"P2_T (8/10)";"P2_T (9/10)";"P2_T (10/10)";"P2_T.R96";"P3";"P3.R96";"P4_1";"P4_2";"P4_3";"P4_4";"P4_5";"P4_6";"P4_7";"P4_8";"P4_9";"P4_96";"P4aCOMP";"P5";"P5.R96";"P6";"P6aCOMP";"P6a2COMP";"P6aAnos";"P6a";"P6aDias";"P8COMP";"P8COMP.R96";"P9COMP";"P10COMP";"P11COMP";"P12COMP";"P10";"P13aCOMP";"P13bCOMP";"P11[{R1}].escala";"P11[{R2}].escala";"P11[{R3}].escala";"P11[{R4}].escala";"P11[{R5}].escala";"P11[{R6}].escala";"P11[{R7}].escala";"P11[{R8}].escala";"P13aCOMP2";"P13bCOMP2";"P17[{R1}].escala";"P17[{R2}].escala";"P17[{R3}].escala";"P17[{R4}].escala";"P17[{R5}].escala";"P17[{R6}].escala";"P17[{R7}].escala";"P17[{R8}].escala";"P18[{R01}].escala";"P18[{R02}].escala";"P18[{R03}].escala";"P18[{R04}].escala";"P18[{R05}].escala";"P18[{R06}].escala";"P18[{R07}].escala";"P18[{R08}].escala";"P18[{R09}].escala";"P18[{R10}].escala";"P18[{R11}].escala";"P18[{R12}].escala";"P18[{R13}].escala";"P18[{R14}].escala";"P18[{R15}].escala";"P18[{R16}].escala";"P18[{R17}].escala";"P18[{R18}].escala";"P18[{R19}].escala";"D1";"D2";"D3";"D3.R96";"D4";"D4.R96";"EDJF";"AUTO";"HABI";"BANO";"BOIL";"FOCO";"NSE_Final";"USUARIOS";"NUSUARIOS (1/3)";"NUSUARIOS (2/3)";"NUSUARIOS (3/3)"
5400;;3;;;;;;;16903;1;;;;;;;;;"1407cuevasbrenda061504";"2015-10-09 18:59:20";"2015-10-09 19:47:06";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1755368364;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"POR LA SEÑAL.";;"POR QUE AGARRA SEÑAL EN OTRO LUGAR";2;5;998;2;;"POR LAS PROMOCIONES";;2;"PORQUE NO ESTOY ENTERADO";4;4;"PORQUE TIENE MUCHAS COSAS A BUEN PRECO";4;2;4;2;2;2;4;4;4;"PORQUE TIENE COMPETENCIA";4;2;4;2;2;4;4;5;6;6;7;6;6;8;7;6;6;7;6;7;6;7;9;8;6;6;6;2;1;1;;6;;9;1;5;1;1;15;2;"3 Telcel";1;;
5621;;3;;;;;;;30030;1;;;;;;;;;"1023hernandezangelica031404";"2015-10-09 19:07:44";"2015-10-09 19:21:03";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1754864169;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;7;;"LO QUE PASO PARA TRABAJAR PARA EMPRESA , EL ME PAGA";;"ME GUSTA LA COBERTURA .PLAN DE 98 CENTABOS";12;0;0;4;;"BUENOS PLANES , 660 MINUTOS, MEGAS";;2;"PORQUE DE ECHO CONOCIDOS TIENEN UNEFON Y  REALMENTE NO TIENE COBERTURA Y NO RESPETA SALDO .";4;2;"COMBERTURA";5;4;5;5;1;5;5;5;1;"ES CARA LA LINEA,PORQUE ANTERIORMENTE YO MANEJABA LUSACELL";1;1;5;5;1;1;1;2;6;7;7;6;7;7;7;7;6;7;7;7;7;7;7;7;7;6;6;3;1;2;;1;;14;3;99;5;3;99;9;"3 Telcel";1;;
5774;;3;;;;;;;27806;1;;;;;;;;;"1355HERNANDEZORALIA051403";"2015-10-09 19:14:09";"2015-10-09 19:31:16";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1754479517;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR EL SERVICIO QUE TE DA, BUEN PLAN MENSAJES Y NO BATALLAS CON LAS LLAMADAS DE LARGA DISTANCIA";9;0;0;97;;;"POR LAS LLAMADAS DE LARGA DISTANCIA";2;"ESTABA  CON UNEFON Y  NO TE DA NADA  Y ME HAYE MAS CON TELCEL";2;1;"POR QUE AL CAMBIAR DE COMPAÑIA TIENES QUE CAMBIAR DE TELEFONO PERO ELLOS NO TE LO DICEN";2;2;2;2;2;2;4;4;1;"POR QUE AL CAMBIAR DE COMPAÑIA TIENES QUE CAMBIAR DE TELEFONO PERO ELLOS NO TE LO DICEN  ESTOY MUY BUEN CON TELCEL";2;4;2;1;4;1;4;4;9;6;7;7;6;6;6;6;6;6;7;6;6;6;6;8;6;6;6;4;1;3;;96;"ALBAÑIL";5;2;3;1;1;7;4;"3 Telcel";1;;
5826;;3;;;;;;;20043;1;;;;;;;;;"1407cuevasbrenda061504";"2015-10-09 19:16:20";"2015-10-09 19:31:02";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1754347993;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;96;"NO";95;;;;;;;;;;;96;"TELCEL";95;;;;;;;;;;;;;;;;;;;;;;1;2;95;;;;;998;99;99;97;;;"PORQUE A VECES NO HAY SEÑAL";2;"POR LA SEÑAL";3;1;"POR LA SEÑAL";4;2;2;2;2;1;2;2;1;"POR LA SEÑAL";2;2;2;1;1;1;2;2;9;9;9;9;9;9;9;9;9;9;9;6;7;9;9;9;9;9;9;5;1;96;"NO CONTESTÓ";96;"NC";14;3;99;5;3;99;9;"3 Telcel";1;;
5921;;3;;;;;;;19300;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-09 19:20:57";"2015-10-09 19:35:32";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1754070779;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"por que telcel no roiba y movistar roba el saldo y noi te da numero gratis";;"por que es rentable y tien mas funciones";15;98;998;3;;"no tiene razones";;2;"no tiene nada de cobertura";4;2;"no le combiene";1;1;1;1;1;1;1;1;3;"no conose lpos servicios";1;1;1;2;1;1;1;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;5;1;1;;4;;5;3;4;1;2;6;9;"3 Telcel";1;;
6025;;3;;;;;;;21184;1;;;;;;;;;"1554alejandreiruby091502";"2015-10-09 19:25:39";"2015-10-09 19:43:22";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753789494;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"LAS LLAMADAS SON MUY BARATAS";3;98;98;97;;;"POR LAS LLAMADAS Y MENSAJES";2;"NO LA CONZCO";5;5;"SON LAS MEGAS LAS LLAMADFAS Y MESAJES";4;4;5;5;4;4;4;4;1;"NO SE COMO SEA";4;4;4;4;4;4;4;4;7;8;7;7;7;7;7;8;8;7;7;7;8;7;7;7;7;8;8;3;1;96;99;96;99;14;3;98;5;3;98;9;"3 Telcel";1;;
6028;;3;;;;;;;32758;1;;;;;;;;;"1119delpozoalejandra061404";"2015-10-09 19:25:50";"2015-10-09 19:42:01";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753778215;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"solo e una linea de telefonia para comunicarse siempre lo e tenido";10;0;0;97;;;"por ninguna solo es tener una linea de comunicacion";1;"no me yama la atencion pues a párte de que posiblemente de la coberturas";4;1;"es por conforme con sulinea no me interesa";1;1;1;1;1;1;2;3;1;"no me interesa por que no me interesa y esot bien con mi compañoa";1;1;1;1;1;1;1;1;8;7;7;9;9;7;7;8;7;9;9;9;9;8;9;9;9;7;8;3;2;96;"no poroporciono";96;"no proporciono";14;3;99;5;3;999;9;"3 Telcel";1;;
6083;;3;;;;;;;15743;1;;;;;;;;;"1477leonardofatima061501";"2015-10-09 19:28:08";"2015-10-09 19:50:23";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753640341;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;95;;;;;3;98;998;97;;;"POR LAS TARIFAS POR MINUTOS";1;"EN CUANTO LAS LLAMADAS, QUE LA TARIFA FUERA MENOR A LO MEJOR COMO TRABAJA TELCEL DE 1 PESO AL MINUTO";4;2;"PORQUE SI LAS PERSONAS QUE YO CONOZCO ESCUCHAN QUE ESTOY EN OTRA COMPAÑIA YA NO ME VAN A MARCAR PERDERIA COMUNICACION PORQUE LES SALDRIA MÁS CARO Y SI ME CAMBIARA TENDRIAN QUE CAMBIARNO TODOS";1;1;1;1;1;2;1;2;1;"SI ME DAN MEJORES PROMOCIONES IGUAL Y SI Y ADEMAS SI ME CAMBIO YA NO TENDRIA LOS MISMO BENEFICIOS QUE TENGO";1;1;1;1;1;2;1;1;6;6;8;6;9;6;8;6;6;6;6;7;7;7;7;7;7;6;6;4;1;2;;96;"ABOGADO";13;1;4;1;1;6;1;"3 Telcel";1;;
6090;;3;;;;;;;34018;1;;;;;;;;;"1459resendizrodolfo061504";"2015-10-09 19:28:31";"2015-10-09 19:44:56";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753616769;"IOM 6.0";39;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;6;;;;;;;;;;;6;;1;;;;;2;;;;;2;1;;"TELCEL ME CONSUMIA  MIS DATOS Y MOVISTAR ME DURA MAS";"PORQUE ES NUMERO PERSONAL Y MOVISTAR ES PARA TRABAJO";"NADAMAS PORQUE TIENE BUENA RECEPCION EL LA CIUDAD DONDE VIVO Y PARA WHATSAPP Y FACEBOOK POR WIFI";1;0;0;97;;;"POR LA RECEPCION";2;"PORQUE LAS LLAMADAS A UNEFON SON MUY COSTOSAS";5;1;"PORQUE AHORA SI LOS QUE ME LLAMARIAN LES COSTARIA MUCHO Y NO RECIBIRIA LLAMADAS";5;5;1;1;5;5;5;1;1;"NO ME CONVENCE MAS QUE NADA PORQUE TENGO LLAMADAS GRATIS Y NUMEROS FRCUENTES";5;5;1;1;5;5;5;5;6;6;9;6;9;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;1;2;;96;"TAXISTA";14;3;99;5;3;99;9;"3 Telcel";1;;
6099;;3;;;;;;;16591;1;;;;;;;;;"1601lujannancy101504";"2015-10-09 19:29:02";"2015-10-09 19:44:06";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753585616;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;95;;;;;;;;;;;96;"TELCEL";95;;;;;;;;;;;;;;;;;;;;;;1;2;6;;"POR QUE CASI NO TENIA SEÑAL";;;1;98;98;96;"NO SE";"NO";;2;"POR QUE NO CREO QUE ME BRINDE ALGUN BENEFICIO";4;4;"NO SE";1;4;4;4;1;1;2;1;2;"POR QUE EN REALIDAD NO SE";2;4;4;2;1;2;2;1;7;9;8;8;9;8;8;8;8;7;7;7;8;7;7;7;8;7;6;2;1;2;;1;;1;1;4;2;1;11;3;"3 Telcel";1;;
6165;;3;;;;;;;19135;1;;;;;;;;;"1611cruzsantiago101503";"2015-10-09 19:31:08";"2015-10-09 19:48:19";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753459817;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;6;;95;;;;;;;;;;;;;;;;;;1;;;;;2;1;;"POR QUE NO ERA EFICAZ";"POR QUE EN MOVISTAR PEUDO MARCAR A USA MAS BARATO";;5;98;98;5;;"POR QUE SALE EN LA TELE QUE TE DAN UN PLAN";;;;5;3;"por lo beneficios";5;1;1;1;1;1;5;1;3;"PUES ME PARECE QUE SERIA UN POCO INSEGURO";1;4;5;1;3;1;5;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;2;2;;1;;10;2;4;1;2;7;3;"3 Telcel";1;;
6253;;3;;;;;;;28748;1;;;;;;;;;"1435munozgerson061504";"2015-10-09 19:34:30";"2015-10-09 19:51:08";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753258092;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"es la única que conozco";7;0;0;3;;"por que hace llamadas al extranjero";;2;"no se como estará el plan";5;3;"tendría que ver como están los planes";5;5;5;5;5;5;5;5;4;"por que si me van a dar internet por que no yo no tengo de eso y lo quiero";5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;1;1;;1;;5;1;3;1;2;6;4;"3 Telcel";1;;
6257;;3;;;;;;;722;1;;;;;;;;;"1589garciamirna101501";"2015-10-09 19:34:37";"2015-10-09 19:47:26";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753251368;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"PORQ TIENE MAS COBERTURA, LA MAYORIA DE SUS CONTACTOS SON TELCEL";10;0;0;3;;"POR EL DOBLE DE RECARGAS, PAQUETES ( COMPRAS 5 MIN, 5 MENSAJES POR 20PESOS";;2;"NO LE GUSTA, NUNCA AH ESTADO CON UNEFON";5;1;"ESTA BIEN CON TELCEL, YA QUE LOS DEMAS SON CAROS";1;1;1;2;1;5;1;2;1;"NO LE INTERESA";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;2;96;"NO PROPORCIONO INFO";96;"NO PROPORCIONO INFO";14;3;99;5;3;99;9;"5 Nextel";3;;
6259;;3;;;;;;;25986;1;;;;;;;;;"1615hernandezluis101501";"2015-10-09 19:34:39";"2015-10-09 19:45:51";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753249590;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;3;6;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"siempre etenido telcel";"me gusto";"por que le gusta la compañia";1;98;998;96;"no le gustaria cambiar";"no";;2;"por que esta agusto con telcel";2;1;"por que esta agusto";2;1;1;2;1;1;1;1;1;"por  que esta agusto con telcel";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;4;2;5;;4;;4;2;99;5;3;99;9;"3 Telcel";1;;
6294;;3;;;;;;;17989;1;;;;;;;;;"1461garciabrayan061502";"2015-10-09 19:36:39";"2015-10-09 19:54:31";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1753129563;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;8;;;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;95;;;;"LO QUE PASA QUE LOS DE LAS OTRAS COMPAÑIAS NO TIENEN MUCHA COBERTU Y TELCEL SI NO E TENINIDO NINGUN PTRONBLEMA";15;0;0;97;;;"POR LA COBERTURA Y POR EL PLAN QUE TENGO PUES ESTOY BIEN";2;"POR LA COBERTURA Y POR EL PLAN QUE TENGO PUES ESTOY BIEN";5;1;"POR LA COBERTURA Y POR EL PLAN QUE TENGO PUES ESTOY BIEN";5;1;5;1;5;1;5;1;1;"POR LA COBERTURA Y POR EL PLAN QUE TENGO PUES ESTOY BIEN";5;5;5;1;5;5;5;1;9;9;7;7;9;7;9;9;9;7;9;9;7;7;7;7;9;9;7;3;2;1;;8;;3;1;2;1;2;4;4;"3 Telcel";1;;
6360;;3;;;;;;;28797;1;;;;;;;;;"1059reyesjose051402";"2015-10-09 19:39:40";"2015-10-09 21:07:09";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752948383;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;1;;"siempre la he tenido";"siempre lo he usado";"por las promociones";5;1;0;1;;"por los servicios, se acistumbra ino";;2;"no se de sus servicios";2;3;"me dicen una cosa y después resulta otra";4;4;2;2;2;4;2;4;4;"por lo que están ofreciendo";2;2;2;2;4;4;2;2;7;6;7;7;7;7;6;6;7;8;9;6;7;9;8;6;7;9;9;1;1;1;;1;;5;2;4;1;1;6;4;"3 Telcel";1;;
6410;;3;;;;;;;10636;1;;;;;;;;;"1280perezjose031501";"2015-10-09 19:42:09";"2015-10-09 19:59:12";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752799293;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;95;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que es la única línea que agarra aquí donde vivo";6;98;98;97;;;"por que donde yo vivo no hay señal";2;"por que  en mi rancho donde yo vivo no agarra otros teléfonos otras lineas";2;1;"por que desconosco  de unefon";1;1;1;1;1;1;1;1;1;"por que desconosco de iusacell";1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;1;2;;1;;5;2;2;1;2;3;4;"3 Telcel";1;;
6449;;3;;;;;;;22595;1;;;;;;;;;"1610canasgabriela101503";"2015-10-09 19:44:16";"2015-10-09 19:57:07";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752672464;"IOM 6.0";33;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;8;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"BUENA COBERTURA";2;98;998;5;;"POR SU COBERTURA";;;;5;2;"NO QUIERE CAMBIARSE DE COMPAÑIA";4;4;4;1;4;2;2;1;1;"PORQUE ME GUSTA TELCEL";1;2;2;4;2;4;1;4;7;7;7;7;7;7;7;7;7;7;7;6;7;6;7;7;7;9;7;3;2;2;;1;;9;2;99;5;3;99;9;"3 Telcel";1;;
6503;;3;;;;;;;21055;1;;;;;;;;;"1588jacobocristian101504";"2015-10-09 19:47:00";"2015-10-09 20:01:37";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752507868;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"NADA";1;98;998;3;;"ESTA MAS VARATO";;2;"NO ME LLAMA LA ATENCION";5;4;"ES UNA BUENA PROMOCION";5;4;5;4;4;1;5;4;5;"ME ACAVA DE CONVENSER";4;5;5;4;4;1;4;4;7;7;7;7;7;7;6;7;6;6;6;7;7;7;7;6;7;6;7;1;1;1;;5;;9;1;2;2;1;7;2;"3 Telcel";1;;
6527;;3;;;;;;;22194;1;;;;;;;;;"1589garciamirna101501";"2015-10-09 19:47:59";"2015-10-09 20:00:41";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752449289;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;6;;;;;;;;;;;1;;1;;;;;1;;;;;2;95;;;;"LE FUNCIONA BIEN";5;0;0;3;;"LO HAN UTILIZA Y SI FUNCIONA";;2;"PORQ ESTA BN CON TELCEL";4;3;"ESTA AGUSTO CON SU COMPAÑIA";2;2;2;1;2;3;3;2;2;"AGUSTO CON SU COMPAÑIA";2;2;2;1;1;2;1;2;7;6;6;6;6;7;7;6;6;7;6;7;6;7;6;6;7;6;6;4;2;2;;4;;8;1;7;1;1;10;1;"3 Telcel";1;;
6534;;3;;;;;;;27390;1;;;;;;;;;"1169CHAVEZDIANA121402";"2015-10-09 19:48:38";"2015-10-09 20:07:52";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752410180;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;6;;1;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"POR QUE ES EL UNICO QUE AGARRA SEÑAL";10;98;998;3;;"POR QUE ES MAS VARATO EL MOVISTAR";;1;"POR QUE SEGUN ES MAS RAPIDO LA COVERTURA MAS SEÑAL";5;5;"POR LOS BENEFICI0S";4;5;5;2;4;2;2;4;5;"LAS PROMOCIONES SON ATRACTIVAS";5;4;2;2;4;2;1;4;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;5;1;1;;1;;5;1;6;1;1;6;2;"3 Telcel";1;;
6546;;3;;;;;;;17518;1;;;;;;;;;"1614vazquezdavid101501";"2015-10-09 19:49:14";"2015-10-09 20:02:39";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752373925;"IOM 6.0";37;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;2;;;;;;;;;;2;1;;"ninguna";"por tiene mas señal en mas parte de los lugares ytiene mayot covertura";"toda su familia lo tiene";8;98;998;2;;"por los planes que ofreze";;2;"por que lleba mucho tiempo con su linea";1;1;"no le conviene";1;1;1;1;1;1;1;1;2;"por que algunos planes son mejores telcel";1;1;1;1;1;1;1;1;6;6;9;6;6;6;6;9;6;6;6;8;6;6;6;9;6;6;6;3;2;1;;1;;11;1;7;1;1;15;1;"3 Telcel";1;;
6548;;3;;;;;;;29805;1;;;;;;;;;"1059reyesjose051402";"2015-10-09 19:49:19";"2015-10-09 20:04:36";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752369214;"IOM 6.0";34;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;6;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;6;;"mi telefono hera inteligente y el telefono que me dieron en movistar no tenia estas opciones";;"porque tengo mas beneficios como saldo gratis, mumeros frecuentes gratis";1;0;0;5;;"tienen buenas promociones";;;;4;2;"porque no se cuanto tardaria en activar la linea, todos mis contactos estan en telcel";2;2;2;2;2;1;2;2;4;"se ve que tiene buenas promociones";4;4;4;4;4;2;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;2;2;;1;;9;2;6;1;2;7;3;"3 Telcel";1;;
6684;;3;;;;;;;14332;1;;;;;;;;;"1158colinfrancisco111401";"2015-10-09 19:55:15";"2015-10-09 20:06:52";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1752013064;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;8;;;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;1;95;;;;"por que tiene señal en toda repuvlica.";6;2;0;1;;"por la fallas y que tiene buena señal.";;1;"por la sprouestas .";5;5;"por los beneficios que le da unefon";4;4;4;2;4;4;2;2;5;"por los beneficios.";4;5;4;2;2;4;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;9;7;4;1;2;;2;;5;2;4;2;2;3;3;"3 Telcel";1;;
6731;;3;;;;;;;18768;1;;;;;;;;;"1613liamsantiago101503";"2015-10-09 19:57:52";"2015-10-09 20:13:02";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1751856095;"IOM 6.0";36;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;6;;"se me descompuso el celular que tenia";;"porque mis amigos tienen esto y por la red";1;98;98;3;;"ya tiene tarifas mas bajas,tiempo aire";;2;"porque no conopzco a nadie que tenga esa compañia, nunca eh tenido curiosidad por ella.";1;2;"no me llama la atncion";1;1;1;1;1;1;1;2;2;"por lo mimsmo de que no etngo otro familiares o amigos que esten en esa compañia";1;1;1;1;1;1;1;1;6;6;6;8;9;6;7;6;6;6;6;6;6;6;6;6;9;9;6;3;2;2;;7;;9;1;5;1;1;11;2;"3 Telcel";1;;
6814;;3;;;;;;;31767;1;;;;;;;;;"1587estradasamuel101504";"2015-10-09 20:20:14";"2015-10-09 20:35:51";1;"fc263b94-9306-4caf-aa54-a3a3e085c596";3;;"Panta2";;-1750514315;"IOM 6.0";35;;-2147483581;-2147483581;-2147483581;;;;;;;;;;;;1;1;1;;5;6;8;;;;;;;;;1;;95;;;;;;;;;;;;;1;;;;;;;;;;2;95;;;;"por que es la marca que mas maneja";998;98;998;97;;;"por el benefinio y nunca me ha fallado";1;"por los beneficios que tenga";4;4;"por los beneficios";4;4;4;4;1;4;4;4;3;"por que no conoce los beneficios de la marca";1;4;4;4;1;4;1;3;6;6;7;8;8;7;6;8;6;9;7;8;8;9;6;6;8;6;7;3;2;1;;1;;5;2;2;1;2;3;4;"3 Telcel";1;;
